"ID"	"CountryCode"	"Minor"	"Name"	"SMSEmail"	"MMSEmail"
"6566a2cb-9420-4cbf-8bdb-211a0e2de9ac"	"US"	"TRUE"	"Simple Mobile"	"n@smtext.com"	
"0d0bd716-4b5f-4d9d-8391-f08903fb28cc"	"US"	"TRUE"	"Southernlinc"	"n@page.southernlinc.com"	
"9d2ff683-c082-44ea-9073-fdaedd01bab5"	"US"	"TRUE"	"South Central Communications"	"n@rinasms.com"	
"f1602b63-8161-4764-84f7-a01b37bd9ad0"	"US"	"FALSE"	"Sprint PCS"	"n@messaging.sprintpcs.com"	
"a841d76c-c61d-487c-9a28-06223f4f0496"	"US"	"TRUE"	"Straight Talk"	"n@mypixmessages.com"	
"98b18c5b-f2b7-4d1d-8682-4d7e32b619cc"	"US"	"TRUE"	"Suncom"	"n@tms.suncom.com"	
"f1fa4558-26af-4d5a-bc8e-9b838494035f"	"US"	"FALSE"	"T-Mobile"	"1n@tmomail.net"	
"4ff88b0f-dd3c-4dc2-8440-8a66a3f1f377"	"US"	"TRUE"	"Teleflip"	"n@teleflip.com"	
"9639e979-bd53-40bc-874e-51f114a0a734"	"US"	"TRUE"	"Telus (USA)"	"n@msg.telus.com"	
"4a9507a4-74b0-45e8-a29e-6268c126aa25"	"US"	"TRUE"	"TracFone (USA)"	"n@mmst5.tracfone.com"	
"5ee3b3d0-ce44-4228-a8a8-b7e2179a19ca"	"US"	"TRUE"	"Unicel"	"n@utext.com"	
"14c9814e-ba20-4dfd-9f4e-c2db2ceca42f"	"US"	"FALSE"	"US Cellular"	"n@email.uscc.net"	
"7a0272f4-160b-4870-a3b7-9ddcedca7203"	"US"	"TRUE"	"USA Mobility"	"n@usamobility.net"	
"dcbb5520-8ab8-44be-8ff0-eff17eb0b858"	"US"	"FALSE"	"Verizon Wireless"	"n@vtext.com"	
"70a0910d-ce28-4070-aee8-ee03ac97f1b7"	"US"	"TRUE"	"Viaero"	"n@viaerosms.com"	"n@mmsviaero.com"
"b161e122-a388-444b-b169-9b442606a264"	"US"	"FALSE"	"Virgin Mobile USA"	"n@vmobl.com"	
"b28c68bb-8bc8-4029-b24d-0fa45830abcc"	"US"	"TRUE"	"West Central Wireless"	"n@sms.wcc.net"	
"b0c888d6-d700-49e8-a675-395af89162ee"	"US"	"TRUE"	"XIT Communications"	"n@sms.xit.net"	
"ed69ab8b-6aa8-433c-8429-f4472c6e0a0e"	"AS"	"FALSE"	"Bluesky Communications"	"n@psms.bluesky.as"	
"6b692eaf-ee03-4d82-89c5-12a29367095c"	"PR"	"FALSE"	"TracFone (Puerto Rico)"	"n@mmst5.tracfone.com"	
"e4e47e16-5624-46bf-8395-0a06615ef6e8"	"VI"	"FALSE"	"TracFone (US Virgin Islands)"	"n@mmst5.tracfone.com"	
					
"f88e2cbe-48bf-427c-abd6-4bb41d0cdb31"	"CA"	"FALSE"	"Bell Mobility"	"n@txt.bellmobility.ca"	
"cb914621-2483-4be8-b0ae-91a249d88078"	"CA"	"FALSE"	"Rogers Wireless (Canada)"	"n@pcs.rogers.com"	
"13c2c0fa-3b4b-494e-920a-92a713b28315"	"CA"	"FALSE"	"Telus (Canada)"	"n@msg.telus.com"	
"f80a2486-901a-4880-9352-685595de2100"	"CA"	"FALSE"	"Fido"	"n@fido.ca"	
"a2352139-9e96-4749-b4b6-2b9cdacff713"	"CA"	"TRUE"	"Sasktel Mobility"	"n@pcs.sasktelmobility.com"	
"e7f59386-6f82-4831-b785-6b6a781e33c2"	"CA"	"TRUE"	"Virgin Mobile"	"n@vmobile.ca"	
"16f34ca4-24c9-41a1-b045-994ccf325756"	"CA"	"TRUE"	"President's Choice"	"n@mobiletxt.ca"	
"9c72e7b4-5837-46a9-9f45-6b72b9b6bc87"	"CA"	"TRUE"	"MTS Mobility"	"n@text.mtsmobility.com"	
"1e9dea04-767d-4d1c-be0d-55049ae2df7d"	"CA"	"TRUE"	"Aliant"	"n@sms.wirefree.informe.ca"	
"df90a752-7bb5-4735-9ebb-a9a524074b89"	"CA"	"TRUE"	"WindMobile"	"n@txt.windmobile.ca"	
					
"1fbf6f25-c21c-4d1c-8a82-e0a82222ae50"	"GB"	"FALSE"	"O2"	"44n@mmail.co.uk"	
"926a7f3e-ee6d-44d4-877a-832a33f7c830"	"GB"	"FALSE"	"Orange"	"0n@orange.net"	
"2d37c548-7482-42f2-a121-5f1fc0cf3668"	"GB"	"FALSE"	"T-Mobile"	"0n@t-mobile.uk.net"	
"75c19d84-65df-4053-b05a-7f32aba2d54a"	"GB"	"FALSE"	"Virgin Mobile"	"0n@vxtras.com"	
"f82dadf6-b9ca-46eb-aac9-070eb7b758b3"	"GB"	"FALSE"	"Vodafone"	"0n@vodafone.net"	
					
"bb3cf228-de9e-465c-8c71-17245b141952"	"AU"	"FALSE"	"T-Mobile/Optus Zoo"	"0n@optusmobile.com.au"	
"9ceea968-276c-4e60-9fc6-ccdd2f102f07"	"AU"	"FALSE"	"Telstra"	"n@sms.tim.telstra.com"	
"46350bbc-b5d8-48c2-9c95-e770c9a2e085"	"NZ"	"FALSE"	"Telecom New Zealand"	"n@etxt.co.nz"	
"61b57576-b97a-433b-b13f-d85de87b1847"	"NZ"	"FALSE"	"Vodafone"	"n@mtxt.co.nz"	
					
"477bcce9-f27b-4a3c-86e3-313197a1c6e0"	"DE"	"FALSE"	"T-Mobile"	"0n@t-d1-sms.de"	
"d1370463-7b0e-47a7-9e93-f236ee21761c"	"DE"	"FALSE"	"Vodafone"	"0n@vodafone-sms.de"	
"87aa6b11-6621-4300-aee3-497ef668c0a2"	"DE"	"FALSE"	"O2"	"0n@o2online.de"	
"590d4ba8-3d6f-4131-8e3d-4d2047779fc1"	"DE"	"FALSE"	"E-Plus"	"0n@smsmail.eplus.de"	
"cb3bc757-3a2f-404b-9d88-f86907f71dfe"	"AT"	"FALSE"	"T-Mobile"	"n@sms.t-mobile.at"	
"8d345229-90bd-454c-932e-f15af019217e"	"NL"	"FALSE"	"T-Mobile"	"31n@gin.nl"	
"ec48a3e4-2ede-4876-a026-78730dac3b63"	"NL"	"FALSE"	"Orange"	"0n@sms.orange.nl"	
"9ade43e2-ad75-4616-a695-f50a6b3c08a2"	"IT"	"FALSE"	"TIM"	"0n@timnet.com"	
"bc3343e5-729f-4ba0-a393-df5e7c2b1e4e"	"IT"	"FALSE"	"Vodafone"	"n@sms.vodafone.it"	
"3815ccb8-5d8a-4419-bd0c-d3f92553af71"	"IE"	"FALSE"	"Meteor"	"n@sms.mymeteor.ie"	"n@mms.mymeteor.ie"
"bb2cc7a2-1044-4cea-ab16-52e0d08bf541"	"ES"	"FALSE"	"Telefonica Movistar"	"0n@movistar.net"	
"a513a2da-50c3-4d83-a2e5-a2aaffa10409"	"ES"	"FALSE"	"Vodafone"	"0n@vodafone.es"	
"0742b7e6-9b68-4cd1-b1b5-5b35f660b20a"	"SE"	"FALSE"	"Tele2"	"0n@sms.tele2.se"	
					
"12881e9e-b79e-4b48-afb8-fbd206df650c"	"JP"	"FALSE"	"AU by KDDI"	"n@ezweb.ne.jp"	
"3c4829c3-d48b-4fe6-a5c5-3c42f2c06dcb"	"JP"	"FALSE"	"NTT DoCoMo"	"n@docomo.ne.jp"	
"749f12bc-de38-46f5-8fba-02e658c4a6ca"	"JP"	"FALSE"	"Vodafone Chuugoku/Western"	"n@n.vodafone.ne.jp"	
"5d967882-ab7e-4df6-b02a-40d87da10f57"	"JP"	"FALSE"	"Vodafone Hokkaido"	"n@d.vodafone.ne.jp"	
"a25eda93-92b3-4c1f-87fe-64cc54745aeb"	"JP"	"FALSE"	"Vodafone Hokuriko/Central North"	"n@r.vodafone.ne.jp"	
"9f6f8afc-6ca1-4e72-8f74-8f6795277913"	"JP"	"FALSE"	"Vodafone Kansai/West, including Osaka"	"n@k.vodafone.ne.jp"	
"79dcf21d-60c2-4c4d-95e1-7c23451127fe"	"JP"	"FALSE"	"Vodafone Kanto/Koushin/East, including Tokyo"	"n@t.vodafone.ne.jp"	
"0a6b2a28-df88-4759-a386-667d83cf1681"	"JP"	"FALSE"	"Vodafone Kyuushu/Okinawa"	"n@q.vodafone.ne.jp"	
"44c52dcf-8626-4655-b5f4-4a4488e223b0"	"JP"	"FALSE"	"Vodafone Shikoku"	"n@s.vodafone.ne.jp"	
"589f0171-f9c1-4959-b698-a5bac9e87002"	"JP"	"FALSE"	"Vodafone Touhoku/Niigata/North"	"n@h.vodafone.ne.jp"	
"74ec49ed-08d9-41ba-82dd-b65cf6332a1f"	"JP"	"FALSE"	"Vodafone Toukai/Central"	"n@c.vodafone.ne.jp"	
"84186fc0-a922-4138-8a37-73839622f7ca"	"JP"	"FALSE"	"Willcom"	"n@pdx.ne.jp"	
"2227cb73-bd63-4d83-b1fb-35e206278029"	"SG"	"FALSE"	"M1"	"n@m1.com.sg"	
					
"4ea6a338-0b03-4c96-a839-cefb3df14bbb"	"ZA"	"FALSE"	"Vodacom"	"n@voda.co.za"	
